"KPD" "LMTD" "CLMTD" "KF" "KF2" "KF0" "FF" "MES_STATE" "EFF_STATE" "OFF_STATE" "T_STATE" "DT_STATE" "FOL_STATE"
0.525410036394911 103.201814072772 99.7788340540711 0.880042880112621 0.910233343077873 1.10000002384185 0.172515160591724 0 0 0 0 0 2
0.525409201117996 103.203452780492 99.7804196636606 0.880042730375051 0.910233176761774 1.10000002384185 0.172515311788175 0 0 0 0 0 2
0.525408365842898 103.205091483398 99.7820052686312 0.880042580637963 0.91023301044622 1.10000002384185 0.172515462984129 0 0 0 0 0 2
0.525407531400173 103.206730129935 99.7835908201839 0.880042430762639 0.910232843978184 1.10000002384185 0.172515614318704 0 0 0 0 0 2
0.525406696201674 103.208368837203 99.7851764293604 0.880042281036018 0.910232677674297 1.10000002384185 0.172515765504053 0 0 0 0 0 2
0.525405861004989 103.210007539659 99.7867620339186 0.880042131309871 0.910232511370952 1.10000002384185 0.172515916688909 0 0 0 0 0 2
0.52540502585877 103.211646293253 99.7883476954344 0.880041980646275 0.910232344029808 1.10000002384185 0.172516068817218 0 0 0 0 0 2
0.525404190714362 103.213284995408 99.7899332997172 0.880041830927439 0.910232177734619 1.10000002384185 0.172516219994659 0 0 0 0 0 2
0.525403355620417 103.214923702075 99.7915189083436 0.88004168121542 0.910232011447023 1.10000002384185 0.172516371165198 0 0 0 0 0 2
0.525402520797571 103.216562350175 99.7931044610667 0.880041531415508 0.910231845062311 1.10000002384185 0.172516522424024 0 0 0 0 0 2
0.525401686268421 103.218201049414 99.7946900629423 0.880041381654125 0.910231678720458 1.10000002384185 0.172516673643887 0 0 0 0 0 2
0.525400851228541 103.219839750968 99.7962756666751 0.88004123194988 0.910231512441545 1.10000002384185 0.172516824806531 0 0 0 0 0 2
0.525400016239118 103.221478457033 99.7978612747508 0.880041082252456 0.91023134617023 1.10000002384185 0.17251697596227 0 0 0 0 0 2
0.525399181251502 103.223117204913 99.7994469308234 0.88004093161134 0.910231178854175 1.10000002384185 0.17251712806777 0 0 0 0 0 2
0.525398346314338 103.224755910678 99.8010325386245 0.880040781921219 0.910231012591009 1.10000002384185 0.1725172792161 0 0 0 0 0 2
0.52539751164824 103.226394557878 99.8026180905229 0.880040632143215 0.910230846230735 1.10000002384185 0.172517430452709 0 0 0 0 0 2
0.525396676763327 103.228033309968 99.8042037506636 0.880040481516277 0.910230678930485 1.10000002384185 0.172517582543842 0 0 0 0 0 2
0.525395842417013 103.22967196153 99.8057892989625 0.880040332724559 0.91023051366236 1.10000002384185 0.172517732787589 0 0 0 0 0 2
0.52539500756002 103.231310662032 99.8073749017327 0.880040183045854 0.910230347411939 1.10000002384185 0.172517883924333 0 0 0 0 0 2
0.525394172753471 103.232949413672 99.8089605614617 0.880040032429897 0.910230180123938 1.10000002384185 0.17251803600433 0 0 0 0 0 2
0.525393337948723 103.234588113873 99.8105461639565 0.880039882758503 0.910230013881672 1.10000002384185 0.172518187133659 0 0 0 0 0 2
0.525392503463651 103.236226764834 99.8121317195109 0.880039733005573 0.910229847549361 1.10000002384185 0.172518338344848 0 0 0 0 0 2
0.525391668711139 103.237865511362 99.8137173743468 0.880039582397444 0.910229680270104 1.10000002384185 0.172518490416896 0 0 0 0 0 2
0.525390834009066 103.239504215774 99.8153029809103 0.880039432740173 0.910229514043582 1.10000002384185 0.172518641531913 0 0 0 0 0 2
0.525389999821209 103.241142861622 99.8168885237664 0.880039283970722 0.910229348800308 1.10000002384185 0.172518791753068 0 0 0 0 0 2
0.525389165171361 103.242781565735 99.8184741300554 0.880039134320723 0.910229182581898 1.10000002384185 0.17251894286071 0 0 0 0 0 2
0.525388330523308 103.244420311662 99.8200597843415 0.880038983727238 0.910229015318978 1.10000002384185 0.172519094917907 0 0 0 0 0 2
0.525387496194894 103.246058961721 99.8216453390712 0.880038833996211 0.9102288490111 1.10000002384185 0.172519246106884 0 0 0 0 0 2
0.525386661599063 103.247697660721 99.8232309404672 0.88003868435399 0.910228682801379 1.10000002384185 0.172519397206627 0 0 0 0 0 2
0.525385827053661 103.249336410859 99.8248165988214 0.880038533774678 0.910228515554258 1.10000002384185 0.172519549249461 0 0 0 0 0 2
0.52538499253437 103.250975114221 99.8264022044234 0.880038384142933 0.910228349356212 1.10000002384185 0.17251970033859 0 0 0 0 0 2
0.52538415852923 103.252613759018 99.8279877463179 0.880038235398916 0.910228184141311 1.10000002384185 0.172519850533951 0 0 0 0 0 2
